orthogroup,assignment_status,accession,prepared_protein_id,source_protein_id,gene_id,gene_name,mapping_status
OG0004854,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_001331174.1,WP_001331174.1,AABJ99_RS05890,AABJ99_RS05890,mapped
OG0004855,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001331697.1,WP_001331697.1,EAS44_RS04735,EAS44_RS04735,mapped
OG0004855,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135488781.1,WP_135488781.1,FEM44_RS05775,FEM44_RS05775,mapped
OG0004856,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001332153.1,WP_001332153.1,EAS44_RS01790,EAS44_RS01790,mapped
OG0004856,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_001205315.1,WP_001205315.1,AABJ99_RS01140,AABJ99_RS01140,mapped
OG0004857,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001332335.1,WP_001332335.1,EAS44_RS00580,EAS44_RS00580,mapped
OG0004857,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_033556218.1,WP_033556218.1,AABJ99_RS24215,AABJ99_RS24215,mapped
OG0004858,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001350739.1,WP_001350739.1,EAS44_RS04905,pgtA,mapped
OG0004858,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_130215272.1,WP_130215272.1,FEM44_RS11360,pgtA,mapped
OG0004859,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001350744.1,WP_001350744.1,EAS44_RS05020,tia,mapped
OG0004859,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_171022598.1,WP_171022598.1,FEM44_RS05310,FEM44_RS05310,mapped
OG0004860,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001350775.1,WP_001350775.1,EAS44_RS20555,EAS44_RS20555,mapped
OG0004860,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_039021790.1,WP_039021790.1,AABJ99_RS19805,AABJ99_RS19805,mapped
OG0004861,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001350806.1,WP_001350806.1,EAS44_RS22755,phnE,mapped
OG0004861,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_001193496.1,WP_001193496.1,AABJ99_RS21695,phnE,mapped
OG0004862,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001350920.1,WP_001350920.1,EAS44_RS00350,traD,mapped
OG0004862,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_097731809.1,WP_097731809.1,AABJ99_RS23975,traD,mapped
OG0004863,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001365705.1,WP_001365705.1,EAS44_RS25725,tap,mapped
OG0004863,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_001442103.1,WP_001442103.1,AABJ99_RS23930,tap,mapped
OG0004864,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001447147.1,WP_001447147.1,EAS44_RS00360,traT,mapped
OG0004864,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_123032535.1,WP_123032535.1,AABJ99_RS23980,traT,mapped
OG0004865,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001622731.1,WP_001622731.1,EAS44_RS00370,traG,mapped
OG0004865,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_097731811.1,WP_097731811.1,AABJ99_RS23990,traG,mapped
OG0004866,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_002430925.1,WP_002430925.1,EAS44_RS00380,trbJ,mapped
OG0004866,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_001442101.1,WP_001442101.1,AABJ99_RS24005,trbJ,mapped
OG0004867,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_012767742.1,WP_012767742.1,EAS44_RS10140,EAS44_RS10140,mapped
OG0004867,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_100249771.1,WP_100249771.1,AABJ99_RS08895,AABJ99_RS08895,mapped
OG0004868,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_015952995.1,WP_015952995.1,EAS44_RS13515,EAS44_RS13515,mapped
OG0004868,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_338387355.1,WP_338387355.1,AABJ99_RS12945,AABJ99_RS12945,mapped
OG0004869,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_025857813.1,WP_025857813.1,EAS44_RS00465,traB,mapped
OG0004869,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_112030400.1,WP_112030400.1,AABJ99_RS24095,traB,mapped
OG0004870,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_029130945.1,WP_029130945.1,EAS44_RS00305,repA,mapped
OG0004870,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_097731804.1,WP_097731804.1,AABJ99_RS23920,repA,mapped
OG0004871,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_029130951.1,WP_029130951.1,EAS44_RS05835,EAS44_RS05835,mapped
OG0004871,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523301.1,WP_135523301.1,FEM44_RS05445,FEM44_RS05445,mapped
OG0004872,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_042007484.1,WP_042007484.1,EAS44_RS00615,EAS44_RS00615,mapped
OG0004872,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_032197515.1,WP_032197515.1,AABJ99_RS24240,AABJ99_RS24240,mapped
OG0004873,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_071525914.1,WP_071525914.1,EAS44_RS05355,ibsC,mapped
OG0004873,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_071525914.1,WP_071525914.1,AABJ99_RS04405,ibsC,mapped
OG0004874,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_000450525.1,WP_000450525.1,FEM44_RS02405,vapB,mapped
OG0004874,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000450532.1,WP_000450532.1,AABJ99_RS23965,vapB,mapped
OG0004875,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_000784281.1,WP_000784281.1,FEM44_RS05220,FEM44_RS05220,mapped
OG0004875,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_000784282.1,WP_000784282.1,FEM44_RS12900,FEM44_RS12900,mapped
OG0004876,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_001301005.1,WP_001301005.1,FEM44_RS22615,FEM44_RS22615,mapped
OG0004876,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000956368.1,WP_000956368.1,AABJ99_RS12290,AABJ99_RS12290,mapped
OG0004877,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_001604127.1,WP_001604127.1,FEM44_RS25505,FEM44_RS25505,mapped
OG0004877,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_033884774.1,WP_033884774.1,FEM44_RS05385,FEM44_RS05385,mapped
OG0004878,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_033813301.1,WP_033813301.1,FEM44_RS19455,FEM44_RS19455,mapped
OG0004878,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_089616200.1,WP_089616200.1,FEM44_RS20480,FEM44_RS20480,mapped
OG0004879,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_047659586.1,WP_047659586.1,FEM44_RS12945,FEM44_RS12945,mapped
OG0004879,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135524178.1,WP_135524178.1,FEM44_RS05175,FEM44_RS05175,mapped
OG0004880,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_057698393.1,WP_057698393.1,,,ambiguous_gene
OG0004880,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135410412.1,WP_135410412.1,FEM44_RS12620,FEM44_RS12620,mapped
OG0004881,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_077150696.1,WP_077150696.1,FEM44_RS00560,FEM44_RS00560,mapped
OG0004881,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000874115.1,WP_000874115.1,AABJ99_RS14775,AABJ99_RS14775,mapped
OG0004882,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_112935046.1,WP_112935046.1,,,ambiguous_gene
OG0004882,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135487862.1,WP_135487862.1,FEM44_RS12655,FEM44_RS12655,mapped
OG0004883,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_113379720.1,WP_113379720.1,FEM44_RS13150,FEM44_RS13150,mapped
OG0004883,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135524112.1,WP_135524112.1,FEM44_RS04945,FEM44_RS04945,mapped
OG0004884,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135410409.1,WP_135410409.1,FEM44_RS12635,FEM44_RS12635,mapped
OG0004884,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135524131.1,WP_135524131.1,,,ambiguous_gene
OG0004885,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135486157.1,WP_135486157.1,FEM44_RS20545,FEM44_RS20545,mapped
OG0004885,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135522240.1,WP_135522240.1,,,ambiguous_gene
OG0004886,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135490041.1,WP_135490041.1,FEM44_RS12625,FEM44_RS12625,mapped
OG0004886,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135524132.1,WP_135524132.1,,,ambiguous_gene
OG0004887,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135521052.1,WP_135521052.1,FEM44_RS10735,FEM44_RS10735,mapped
OG0004887,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_138159060.1,WP_138159060.1,FEM44_RS14210,FEM44_RS14210,mapped
OG0004888,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135521055.1,WP_135521055.1,FEM44_RS04750,FEM44_RS04750,mapped
OG0004888,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523631.1,WP_135523631.1,FEM44_RS13305,FEM44_RS13305,mapped
OG0004889,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135522798.1,WP_135522798.1,FEM44_RS21945,FEM44_RS21945,mapped
OG0004889,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_338387428.1,WP_338387428.1,AABJ99_RS20250,AABJ99_RS20250,mapped
OG0004890,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523210.1,WP_135523210.1,FEM44_RS16060,FEM44_RS16060,mapped
OG0004890,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_160524176.1,WP_160524176.1,AABJ99_RS18430,AABJ99_RS18430,mapped
OG0004891,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523330.1,WP_135523330.1,FEM44_RS10330,FEM44_RS10330,mapped
OG0004891,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_039020307.1,WP_039020307.1,AABJ99_RS00225,AABJ99_RS00225,mapped
OG0004892,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523585.1,WP_135523585.1,FEM44_RS12580,FEM44_RS12580,mapped
OG0004892,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135524144.1,WP_135524144.1,,,ambiguous_gene
OG0004893,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523590.1,WP_135523590.1,FEM44_RS12610,FEM44_RS12610,mapped
OG0004893,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135524136.1,WP_135524136.1,FEM44_RS05115,FEM44_RS05115,mapped
OG0004894,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523592.1,WP_135523592.1,FEM44_RS12630,FEM44_RS12630,mapped
OG0004894,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_171022596.1,WP_171022596.1,,,ambiguous_gene
OG0004895,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523593.1,WP_135523593.1,FEM44_RS12640,FEM44_RS12640,mapped
OG0004895,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_138158894.1,WP_138158894.1,,,ambiguous_gene
OG0004896,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523594.1,WP_135523594.1,FEM44_RS12645,FEM44_RS12645,mapped
OG0004896,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135524151.1,WP_135524151.1,,,ambiguous_gene
OG0004897,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523595.1,WP_135523595.1,FEM44_RS12650,FEM44_RS12650,mapped
OG0004897,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135524130.1,WP_135524130.1,FEM44_RS05055,FEM44_RS05055,mapped
OG0004898,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523611.1,WP_135523611.1,FEM44_RS12785,asrA,mapped
OG0004898,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135524161.1,WP_135524161.1,FEM44_RS04810,asrA,mapped
OG0004899,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523612.1,WP_135523612.1,FEM44_RS12790,asrB,mapped
OG0004899,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135524160.1,WP_135524160.1,FEM44_RS04815,asrB,mapped
OG0004900,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523618.1,WP_135523618.1,FEM44_RS12795,asrC,mapped
OG0004900,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_138159241.1,WP_138159241.1,FEM44_RS04820,asrC,mapped
OG0004901,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523623.1,WP_135523623.1,FEM44_RS13235,FEM44_RS13235,mapped
OG0004901,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135524220.1,WP_135524220.1,FEM44_RS04855,FEM44_RS04855,mapped
OG0004902,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523859.1,WP_135523859.1,FEM44_RS11145,FEM44_RS11145,mapped
OG0004902,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_001064341.1,WP_001064341.1,AABJ99_RS00685,AABJ99_RS00685,mapped
OG0004903,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523961.1,WP_135523961.1,FEM44_RS06535,FEM44_RS06535,mapped
OG0004903,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_032185169.1,WP_032185169.1,AABJ99_RS03445,AABJ99_RS03445,mapped
OG0004904,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523962.1,WP_135523962.1,FEM44_RS06530,FEM44_RS06530,mapped
OG0004904,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_039021356.1,WP_039021356.1,AABJ99_RS03450,AABJ99_RS03450,mapped
OG0004905,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523963.1,WP_135523963.1,FEM44_RS06525,FEM44_RS06525,mapped
OG0004905,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_039021357.1,WP_039021357.1,AABJ99_RS03455,AABJ99_RS03455,mapped
OG0004906,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135524077.1,WP_135524077.1,FEM44_RS10540,FEM44_RS10540,mapped
OG0004906,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135524156.1,WP_135524156.1,FEM44_RS04845,FEM44_RS04845,mapped
OG0004907,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135524086.1,WP_135524086.1,FEM44_RS10595,FEM44_RS10595,mapped
OG0004907,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135524126.1,WP_135524126.1,FEM44_RS05020,FEM44_RS05020,mapped
OG0004908,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135524105.1,WP_135524105.1,FEM44_RS13185,FEM44_RS13185,mapped
OG0004908,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_138158884.1,WP_138158884.1,FEM44_RS04910,FEM44_RS04910,mapped
OG0004909,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135524106.1,WP_135524106.1,,,ambiguous_gene
OG0004909,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_112030402.1,WP_112030402.1,AABJ99_RS24280,AABJ99_RS24280,mapped
OG0004910,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135524138.1,WP_135524138.1,FEM44_RS12995,FEM44_RS12995,mapped
OG0004910,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135524198.1,WP_135524198.1,FEM44_RS05125,FEM44_RS05125,mapped
OG0004911,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135524139.1,WP_135524139.1,FEM44_RS12990,FEM44_RS12990,mapped
OG0004911,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135524197.1,WP_135524197.1,FEM44_RS05130,FEM44_RS05130,mapped
OG0004912,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135524140.1,WP_135524140.1,FEM44_RS12985,FEM44_RS12985,mapped
OG0004912,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135524196.1,WP_135524196.1,FEM44_RS05135,FEM44_RS05135,mapped
OG0004913,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135524159.1,WP_135524159.1,FEM44_RS04830,FEM44_RS04830,mapped
OG0004913,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_240731805.1,WP_240731805.1,FEM44_RS12835,FEM44_RS12835,mapped
OG0004914,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135524194.1,WP_135524194.1,FEM44_RS05230,FEM44_RS05230,mapped
OG0004914,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_138159046.1,WP_138159046.1,FEM44_RS12890,FEM44_RS12890,mapped
OG0004915,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_138158906.1,WP_138158906.1,FEM44_RS05260,FEM44_RS05260,mapped
OG0004915,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_138159037.1,WP_138159037.1,FEM44_RS12855,FEM44_RS12855,mapped
OG0004916,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_138159247.1,WP_138159247.1,FEM44_RS25860,FEM44_RS25860,mapped
OG0004916,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_368074187.1,WP_368074187.1,FEM44_RS25825,FEM44_RS25825,mapped
OG0004917,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_157922568.1,WP_157922568.1,FEM44_RS25185,FEM44_RS25185,mapped
OG0004917,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_241957763.1,WP_241957763.1,AABJ99_RS16305,AABJ99_RS16305,mapped
OG0004918,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_167850655.1,WP_167850655.1,FEM44_RS25090,FEM44_RS25090,mapped
OG0004918,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_167850659.1,WP_167850659.1,FEM44_RS25210,FEM44_RS25210,mapped
OG0004919,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_167850687.1,WP_167850687.1,FEM44_RS25140,FEM44_RS25140,mapped
OG0004919,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_001355010.1,WP_001355010.1,AABJ99_RS01210,AABJ99_RS01210,mapped
OG0004920,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_167850689.1,WP_167850689.1,FEM44_RS06540,FEM44_RS06540,mapped
OG0004920,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_148787588.1,WP_148787588.1,AABJ99_RS03440,AABJ99_RS03440,mapped
OG0004921,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_171022597.1,WP_171022597.1,,,ambiguous_gene
OG0004921,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_420053867.1,WP_420053867.1,FEM44_RS12585,FEM44_RS12585,mapped
OG0004922,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_171022603.1,WP_171022603.1,FEM44_RS12660,FEM44_RS12660,mapped
OG0004922,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_441316613.1,WP_441316613.1,FEM44_RS05045,FEM44_RS05045,mapped
OG0004923,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_240726810.1,WP_240726810.1,FEM44_RS25460,FEM44_RS25460,mapped
OG0004923,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_001087953.1,WP_001087953.1,AABJ99_RS01890,AABJ99_RS01890,mapped
OG0004924,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_240726834.1,WP_240726834.1,FEM44_RS21850,FEM44_RS21850,mapped
OG0004924,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_235767641.1,WP_235767641.1,AABJ99_RS09605,AABJ99_RS09605,mapped
OG0004925,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000212005.1,WP_000212005.1,AABJ99_RS24660,AABJ99_RS24660,mapped
OG0004925,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000606542.1,WP_000606542.1,AABJ99_RS09310,AABJ99_RS09310,mapped
OG0004926,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000551487.1,WP_000551487.1,AABJ99_RS18505,AABJ99_RS18505,mapped
OG0004926,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_001723121.1,WP_001723121.1,AABJ99_RS18515,AABJ99_RS18515,mapped
OG0004927,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000575554.1,WP_000575554.1,AABJ99_RS24675,AABJ99_RS24675,mapped
OG0004927,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000602686.1,WP_000602686.1,AABJ99_RS09305,AABJ99_RS09305,mapped
OG0004928,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000760375.1,WP_000760375.1,AABJ99_RS24755,AABJ99_RS24755,mapped
OG0004928,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000949384.1,WP_000949384.1,AABJ99_RS09355,AABJ99_RS09355,mapped
OG0004929,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000825479.1,WP_000825479.1,AABJ99_RS09345,AABJ99_RS09345,mapped
OG0004929,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000873539.1,WP_000873539.1,AABJ99_RS24620,AABJ99_RS24620,mapped
OG0004930,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000909111.1,WP_000909111.1,AABJ99_RS09300,mobC,mapped
OG0004930,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000909125.1,WP_000909125.1,AABJ99_RS24680,mobC,mapped
OG0004931,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_001067852.1,WP_001067852.1,AABJ99_RS24410,AABJ99_RS24410,mapped
OG0004931,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_001067855.1,WP_001067855.1,,,ambiguous_gene
OG0004932,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_001335766.1,WP_001335766.1,AABJ99_RS20210,AABJ99_RS20210,mapped
OG0004932,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_176264478.1,WP_176264478.1,AABJ99_RS09695,AABJ99_RS09695,mapped
OG0004933,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_012477564.1,WP_012477564.1,AABJ99_RS24465,AABJ99_RS24465,mapped
OG0004933,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_160524123.1,WP_160524123.1,AABJ99_RS19630,AABJ99_RS19630,mapped
OG0004934,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_089606813.1,WP_089606813.1,AABJ99_RS23870,AABJ99_RS23870,mapped
OG0004934,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_097731872.1,WP_097731872.1,AABJ99_RS23860,AABJ99_RS23860,mapped
OG0004935,unassigned,GCF_002900365.1,GCF_002900365.1__WP_000142897.1,WP_000142897.1,C1192_RS20995,dctP,mapped
OG0004936,unassigned,GCF_002900365.1,GCF_002900365.1__WP_370567170.1,WP_370567170.1,C1192_RS26115,C1192_RS26115,mapped
OG0004937,unassigned,GCF_036503815.1,GCF_036503815.1__WP_039021120.1,WP_039021120.1,AABJ99_RS17275,AABJ99_RS17275,mapped
OG0004938,unassigned,GCF_002900365.1,GCF_002900365.1__WP_038354843.1,WP_038354843.1,C1192_RS03060,C1192_RS03060,mapped
OG0004939,unassigned,GCF_036503815.1,GCF_036503815.1__WP_001191669.1,WP_001191669.1,AABJ99_RS20325,AABJ99_RS20325,mapped
OG0004940,unassigned,GCF_000005845.2,GCF_000005845.2__YP_002791255.1,YP_002791255.1,b4665,ibsC,mapped
OG0004941,unassigned,GCF_036503815.1,GCF_036503815.1__WP_338387406.1,WP_338387406.1,AABJ99_RS19275,AABJ99_RS19275,mapped
OG0004942,unassigned,GCF_036503815.1,GCF_036503815.1__WP_000362155.1,WP_000362155.1,AABJ99_RS11945,AABJ99_RS11945,mapped
OG0004943,unassigned,GCF_000026225.1,GCF_000026225.1__WP_000859694.1,WP_000859694.1,EFER_RS12095,pcp,mapped
OG0004944,unassigned,GCF_000026225.1,GCF_000026225.1__WP_001115387.1,WP_001115387.1,EFER_RS15600,EFER_RS15600,mapped
OG0004945,unassigned,GCF_003697165.2,GCF_003697165.2__WP_001309182.1,WP_001309182.1,EAS44_RS25640,EAS44_RS25640,mapped
OG0004946,unassigned,GCF_002900365.1,GCF_002900365.1__WP_038355516.1,WP_038355516.1,C1192_RS11505,fic,mapped
OG0004947,unassigned,GCF_003697165.2,GCF_003697165.2__WP_000019624.1,WP_000019624.1,EAS44_RS22295,EAS44_RS22295,mapped
OG0004948,unassigned,GCF_000026225.1,GCF_000026225.1__WP_001209869.1,WP_001209869.1,EFER_RS18310,EFER_RS18310,mapped
OG0004949,unassigned,GCF_000005845.2,GCF_000005845.2__YP_026213.1,YP_026213.1,b4474,frlC,mapped
OG0004950,unassigned,GCF_000005845.2,GCF_000005845.2__NP_416536.1,NP_416536.1,b2032,wbbK,mapped
OG0004951,unassigned,GCF_005843885.1,GCF_005843885.1__WP_138159091.1,WP_138159091.1,FEM44_RS25610,FEM44_RS25610,mapped
OG0004952,unassigned,GCF_002900365.1,GCF_002900365.1__WP_000177361.1,WP_000177361.1,C1192_RS25865,C1192_RS25865,mapped
OG0004953,unassigned,GCF_005843885.1,GCF_005843885.1__WP_135521895.1,WP_135521895.1,FEM44_RS01000,FEM44_RS01000,mapped
OG0004954,unassigned,GCF_000026225.1,GCF_000026225.1__WP_000343339.1,WP_000343339.1,EFER_RS24670,EFER_RS24670,mapped
OG0004955,unassigned,GCF_036503815.1,GCF_036503815.1__WP_000239529.1,WP_000239529.1,AABJ99_RS24315,AABJ99_RS24315,mapped
OG0004956,unassigned,GCF_005843885.1,GCF_005843885.1__WP_231937698.1,WP_231937698.1,FEM44_RS25620,FEM44_RS25620,mapped
OG0004957,unassigned,GCF_003697165.2,GCF_003697165.2__WP_000343091.1,WP_000343091.1,EAS44_RS00255,EAS44_RS00255,mapped
OG0004958,unassigned,GCF_003697165.2,GCF_003697165.2__WP_001350923.1,WP_001350923.1,EAS44_RS00260,EAS44_RS00260,mapped
OG0004959,unassigned,GCF_000026225.1,GCF_000026225.1__WP_255121708.1,WP_255121708.1,EFER_RS24745,EFER_RS24745,mapped
OG0004960,unassigned,GCF_005843885.1,GCF_005843885.1__WP_167850652.1,WP_167850652.1,FEM44_RS25245,FEM44_RS25245,mapped
OG0004961,unassigned,GCF_003697165.2,GCF_003697165.2__WP_000575410.1,WP_000575410.1,EAS44_RS04715,EAS44_RS04715,mapped
OG0004962,unassigned,GCF_036503815.1,GCF_036503815.1__WP_000627053.1,WP_000627053.1,AABJ99_RS06115,AABJ99_RS06115,mapped
OG0004963,unassigned,GCF_000005845.2,GCF_000005845.2__YP_013606033.1,YP_013606033.1,b4845,xtpA,mapped
OG0004964,unassigned,GCF_002900365.1,GCF_002900365.1__WP_038355567.1,WP_038355567.1,C1192_RS08935,C1192_RS08935,mapped
OG0004965,unassigned,GCF_005843885.1,GCF_005843885.1__WP_135523300.1,WP_135523300.1,FEM44_RS05440,FEM44_RS05440,mapped
OG0004966,unassigned,GCF_005843885.1,GCF_005843885.1__WP_135489339.1,WP_135489339.1,FEM44_RS21980,FEM44_RS21980,mapped
