orthogroup,accession_a,protein_a,gene_a,accession_b,protein_b,gene_b
OG0000139,GCF_036503815.1,GCF_036503815.1__WP_338387452.1,AABJ99_RS22055,GCF_002900365.1,GCF_002900365.1__WP_001517556.1,C1192_RS18470
OG0000139,GCF_036503815.1,GCF_036503815.1__WP_338387452.1,AABJ99_RS22055,GCF_002900365.1,GCF_002900365.1__WP_038355273.1,C1192_RS07305
OG0000140,GCF_036503815.1,GCF_036503815.1__WP_000489582.1,AABJ99_RS14470,GCF_002900365.1,GCF_002900365.1__WP_000489594.1,C1192_RS07070
OG0000141,GCF_036503815.1,GCF_036503815.1__WP_000475716.1,AABJ99_RS14195,GCF_002900365.1,GCF_002900365.1__WP_000475699.1,C1192_RS06735
OG0000142,GCF_036503815.1,GCF_036503815.1__WP_000388210.1,AABJ99_RS16175,GCF_002900365.1,GCF_002900365.1__WP_001516495.1,C1192_RS05745
OG0000142,GCF_036503815.1,GCF_036503815.1__WP_039020810.1,AABJ99_RS13400,GCF_002900365.1,GCF_002900365.1__WP_001516495.1,C1192_RS05745
OG0000143,GCF_036503815.1,GCF_036503815.1__WP_338387543.1,AABJ99_RS09555,GCF_002900365.1,GCF_002900365.1__WP_038354785.1,
OG0000143,GCF_036503815.1,GCF_036503815.1__WP_338387563.1,AABJ99_RS11915,GCF_002900365.1,GCF_002900365.1__WP_038354785.1,
OG0000144,GCF_036503815.1,GCF_036503815.1__WP_000799911.1,AABJ99_RS20440,GCF_002900365.1,GCF_002900365.1__WP_001468484.1,C1192_RS13185
OG0000144,GCF_036503815.1,GCF_036503815.1__WP_000799911.1,AABJ99_RS20440,GCF_002900365.1,GCF_002900365.1__WP_038356003.1,C1192_RS02655
OG0000145,GCF_036503815.1,GCF_036503815.1__WP_000276885.1,AABJ99_RS14740,GCF_002900365.1,GCF_002900365.1__WP_000920568.1,
OG0000145,GCF_036503815.1,GCF_036503815.1__WP_000920571.1,AABJ99_RS09590,GCF_002900365.1,GCF_002900365.1__WP_000920568.1,
OG0000146,GCF_036503815.1,GCF_036503815.1__WP_001019560.1,AABJ99_RS11825,GCF_002900365.1,GCF_002900365.1__WP_001516353.1,C1192_RS04300
OG0000147,GCF_036503815.1,GCF_036503815.1__WP_000412394.1,AABJ99_RS11770,GCF_002900365.1,GCF_002900365.1__WP_000412361.1,C1192_RS04235
OG0000148,GCF_036503815.1,GCF_036503815.1__WP_032303132.1,AABJ99_RS11505,GCF_002900365.1,GCF_002900365.1__WP_000701022.1,C1192_RS03960
OG0000148,GCF_036503815.1,GCF_036503815.1__WP_241232354.1,AABJ99_RS25015,GCF_002900365.1,GCF_002900365.1__WP_000701022.1,C1192_RS03960
OG0000148,GCF_036503815.1,GCF_036503815.1__WP_283956327.1,AABJ99_RS25010,GCF_002900365.1,GCF_002900365.1__WP_000701022.1,C1192_RS03960
OG0000149,GCF_036503815.1,GCF_036503815.1__WP_022645785.1,AABJ99_RS10870,GCF_002900365.1,GCF_002900365.1__WP_000163778.1,C1192_RS03410
OG0000150,GCF_036503815.1,GCF_036503815.1__WP_011076428.1,AABJ99_RS10470,GCF_002900365.1,GCF_002900365.1__WP_010376204.1,C1192_RS06380
OG0000151,GCF_036503815.1,GCF_036503815.1__WP_338387509.1,AABJ99_RS04695,GCF_002900365.1,GCF_002900365.1__WP_038355828.1,C1192_RS24215
OG0000152,GCF_036503815.1,GCF_036503815.1__WP_000676063.1,AABJ99_RS23345,GCF_002900365.1,GCF_002900365.1__WP_001517402.1,C1192_RS16620
OG0000153,GCF_036503815.1,GCF_036503815.1__WP_001226576.1,AABJ99_RS23350,GCF_002900365.1,GCF_002900365.1__WP_001517403.1,C1192_RS16625
OG0000154,GCF_036503815.1,GCF_036503815.1__WP_000587671.1,AABJ99_RS24860,GCF_002900365.1,GCF_002900365.1__WP_038355310.1,C1192_RS01400
OG0000154,GCF_036503815.1,GCF_036503815.1__WP_000633911.1,AABJ99_RS24310,GCF_002900365.1,GCF_002900365.1__WP_038355310.1,C1192_RS01400
OG0000154,GCF_036503815.1,GCF_036503815.1__WP_001005448.1,AABJ99_RS08690,GCF_002900365.1,GCF_002900365.1__WP_038355310.1,C1192_RS01400
OG0000155,GCF_036503815.1,GCF_036503815.1__WP_039020542.1,AABJ99_RS08605,GCF_002900365.1,GCF_002900365.1__WP_001516698.1,C1192_RS01315
OG0000156,GCF_036503815.1,GCF_036503815.1__WP_042095394.1,AABJ99_RS05900,GCF_002900365.1,GCF_002900365.1__WP_038355547.1,C1192_RS23610
OG0000157,GCF_036503815.1,GCF_036503815.1__WP_000378442.1,AABJ99_RS05710,GCF_002900365.1,GCF_002900365.1__WP_000378441.1,C1192_RS22240
OG0000158,GCF_036503815.1,GCF_036503815.1__WP_039021115.1,AABJ99_RS05330,GCF_002900365.1,GCF_002900365.1__WP_038355177.1,C1192_RS07880
OG0000159,GCF_036503815.1,GCF_036503815.1__WP_338387493.1,AABJ99_RS03070,GCF_002900365.1,GCF_002900365.1__WP_000133058.1,C1192_RS13580
OG0000160,GCF_036503815.1,GCF_036503815.1__WP_039021402.1,AABJ99_RS04075,GCF_002900365.1,GCF_002900365.1__WP_038355918.1,C1192_RS24130
OG0000160,GCF_036503815.1,GCF_036503815.1__WP_039021467.1,AABJ99_RS02260,GCF_002900365.1,GCF_002900365.1__WP_038355918.1,C1192_RS24130
OG0000161,GCF_036503815.1,GCF_036503815.1__WP_039021404.1,AABJ99_RS04085,GCF_002900365.1,GCF_002900365.1__WP_038355920.1,C1192_RS24120
OG0000161,GCF_036503815.1,GCF_036503815.1__WP_039021465.1,AABJ99_RS02250,GCF_002900365.1,GCF_002900365.1__WP_038355920.1,C1192_RS24120
OG0000162,GCF_036503815.1,GCF_036503815.1__WP_001087291.1,AABJ99_RS04090,GCF_002900365.1,GCF_002900365.1__WP_038355921.1,C1192_RS24115
OG0000162,GCF_036503815.1,GCF_036503815.1__WP_001202877.1,AABJ99_RS02245,GCF_002900365.1,GCF_002900365.1__WP_038355921.1,C1192_RS24115
OG0000163,GCF_036503815.1,GCF_036503815.1__WP_039021405.1,AABJ99_RS04095,GCF_002900365.1,GCF_002900365.1__WP_038355922.1,C1192_RS24110
OG0000163,GCF_036503815.1,GCF_036503815.1__WP_039021464.1,AABJ99_RS02240,GCF_002900365.1,GCF_002900365.1__WP_038355922.1,C1192_RS24110
OG0000164,GCF_036503815.1,GCF_036503815.1__WP_039021406.1,AABJ99_RS04100,GCF_002900365.1,GCF_002900365.1__WP_038355923.1,C1192_RS24105
OG0000164,GCF_036503815.1,GCF_036503815.1__WP_039021463.1,AABJ99_RS02235,GCF_002900365.1,GCF_002900365.1__WP_038355923.1,C1192_RS24105
OG0000165,GCF_036503815.1,GCF_036503815.1__WP_001255038.1,AABJ99_RS04105,GCF_002900365.1,GCF_002900365.1__WP_038355924.1,C1192_RS24100
OG0000165,GCF_036503815.1,GCF_036503815.1__WP_039021462.1,AABJ99_RS02230,GCF_002900365.1,GCF_002900365.1__WP_038355924.1,C1192_RS24100
OG0000166,GCF_036503815.1,GCF_036503815.1__WP_039021407.1,AABJ99_RS04110,GCF_002900365.1,GCF_002900365.1__WP_038355925.1,C1192_RS24095
OG0000167,GCF_036503815.1,GCF_036503815.1__WP_039021889.1,AABJ99_RS01020,GCF_002900365.1,GCF_002900365.1__WP_038354810.1,C1192_RS15660
OG0000167,GCF_036503815.1,GCF_036503815.1__WP_039021889.1,AABJ99_RS01020,GCF_002900365.1,GCF_002900365.1__WP_072041578.1,C1192_RS07720
OG0000168,GCF_036503815.1,GCF_036503815.1__WP_039020901.1,AABJ99_RS00820,GCF_002900365.1,GCF_002900365.1__WP_001517326.1,C1192_RS15860
OG0000169,GCF_036503815.1,GCF_036503815.1__WP_024211947.1,AABJ99_RS00195,GCF_002900365.1,GCF_002900365.1__WP_038355396.1,C1192_RS17160
OG0000169,GCF_036503815.1,GCF_036503815.1__WP_039021003.1,AABJ99_RS17950,GCF_002900365.1,GCF_002900365.1__WP_038355396.1,C1192_RS17160
OG0000170,GCF_036503815.1,GCF_036503815.1__WP_000628120.1,AABJ99_RS00185,GCF_002900365.1,GCF_002900365.1__WP_038355397.1,C1192_RS17150
OG0000170,GCF_036503815.1,GCF_036503815.1__WP_032183432.1,AABJ99_RS17940,GCF_002900365.1,GCF_002900365.1__WP_038355397.1,C1192_RS17150
OG0000171,GCF_036503815.1,GCF_036503815.1__WP_001056273.1,AABJ99_RS23540,GCF_002900365.1,GCF_002900365.1__WP_001056270.1,C1192_RS16805
OG0000172,GCF_036503815.1,GCF_036503815.1__WP_000402207.1,AABJ99_RS21860,GCF_002900365.1,GCF_002900365.1__WP_000402197.1,C1192_RS18680
OG0000173,GCF_036503815.1,GCF_036503815.1__WP_001128336.1,AABJ99_RS20830,GCF_002900365.1,GCF_002900365.1__WP_038355342.1,C1192_RS14950
OG0000174,GCF_036503815.1,GCF_036503815.1__WP_000035580.1,AABJ99_RS23170,GCF_002900365.1,GCF_002900365.1__WP_024191924.1,C1192_RS16435
OG0000174,GCF_036503815.1,GCF_036503815.1__WP_039020633.1,AABJ99_RS01670,GCF_002900365.1,GCF_002900365.1__WP_024191924.1,C1192_RS16435
OG0000176,GCF_036503815.1,GCF_036503815.1__WP_000194779.1,AABJ99_RS20115,GCF_002900365.1,GCF_002900365.1__WP_038355906.1,C1192_RS04665
OG0000176,GCF_036503815.1,GCF_036503815.1__WP_077129139.1,AABJ99_RS06085,GCF_002900365.1,GCF_002900365.1__WP_038355906.1,C1192_RS04665
OG0000176,GCF_036503815.1,GCF_036503815.1__WP_187186370.1,AABJ99_RS09810,GCF_002900365.1,GCF_002900365.1__WP_038355906.1,C1192_RS04665
OG0000177,GCF_036503815.1,GCF_036503815.1__WP_000211106.1,AABJ99_RS06055,GCF_002900365.1,GCF_002900365.1__WP_038355904.1,C1192_RS04635
OG0000177,GCF_036503815.1,GCF_036503815.1__WP_016245265.1,AABJ99_RS20145,GCF_002900365.1,GCF_002900365.1__WP_038355904.1,C1192_RS04635
OG0000177,GCF_036503815.1,GCF_036503815.1__WP_042966661.1,AABJ99_RS09780,GCF_002900365.1,GCF_002900365.1__WP_038355904.1,C1192_RS04635
OG0000178,GCF_036503815.1,GCF_036503815.1__WP_000523812.1,AABJ99_RS24735,GCF_002900365.1,GCF_002900365.1__WP_038355959.1,C1192_RS24970
OG0000178,GCF_036503815.1,GCF_036503815.1__WP_000523812.1,AABJ99_RS24735,GCF_002900365.1,GCF_002900365.1__WP_038355979.1,C1192_RS24600
OG0000179,GCF_036503815.1,GCF_036503815.1__WP_000847332.1,AABJ99_RS09800,GCF_002900365.1,GCF_002900365.1__WP_000447253.1,C1192_RS04655
OG0000179,GCF_036503815.1,GCF_036503815.1__WP_000847349.1,AABJ99_RS20125,GCF_002900365.1,GCF_002900365.1__WP_000447253.1,C1192_RS04655
OG0000179,GCF_036503815.1,GCF_036503815.1__WP_102786160.1,AABJ99_RS06075,GCF_002900365.1,GCF_002900365.1__WP_000447253.1,C1192_RS04655
OG0000180,GCF_036503815.1,GCF_036503815.1__WP_338387417.1,AABJ99_RS20105,GCF_002900365.1,GCF_002900365.1__WP_038355907.1,C1192_RS04675
OG0000180,GCF_036503815.1,GCF_036503815.1__WP_338387516.1,AABJ99_RS06095,GCF_002900365.1,GCF_002900365.1__WP_038355907.1,C1192_RS04675
OG0000180,GCF_036503815.1,GCF_036503815.1__WP_338387549.1,AABJ99_RS09820,GCF_002900365.1,GCF_002900365.1__WP_038355907.1,C1192_RS04675
OG0000181,GCF_036503815.1,GCF_036503815.1__WP_000677106.1,AABJ99_RS06045,GCF_002900365.1,GCF_002900365.1__WP_038355903.1,C1192_RS04625
OG0000181,GCF_036503815.1,GCF_036503815.1__WP_000985116.1,AABJ99_RS09770,GCF_002900365.1,GCF_002900365.1__WP_038355903.1,C1192_RS04625
OG0000181,GCF_036503815.1,GCF_036503815.1__WP_016245263.1,AABJ99_RS20155,GCF_002900365.1,GCF_002900365.1__WP_038355903.1,C1192_RS04625
OG0000182,GCF_036503815.1,GCF_036503815.1__WP_000090847.1,AABJ99_RS09815,GCF_002900365.1,GCF_002900365.1__WP_001399694.1,C1192_RS04670
OG0000182,GCF_036503815.1,GCF_036503815.1__WP_000847660.1,AABJ99_RS20110,GCF_002900365.1,GCF_002900365.1__WP_001399694.1,C1192_RS04670
OG0000182,GCF_036503815.1,GCF_036503815.1__WP_266107342.1,AABJ99_RS06090,GCF_002900365.1,GCF_002900365.1__WP_001399694.1,C1192_RS04670
OG0000183,GCF_036503815.1,GCF_036503815.1__WP_338387422.1,AABJ99_RS20215,GCF_002900365.1,GCF_002900365.1__WP_038354834.1,C1192_RS00010
OG0000183,GCF_036503815.1,GCF_036503815.1__WP_338387545.1,AABJ99_RS09690,GCF_002900365.1,GCF_002900365.1__WP_038354834.1,C1192_RS00010
OG0000184,GCF_036503815.1,GCF_036503815.1__WP_001079419.1,AABJ99_RS06050,GCF_002900365.1,GCF_002900365.1__WP_001079419.1,C1192_RS04630
OG0000185,GCF_036503815.1,GCF_036503815.1__WP_001152652.1,AABJ99_RS09805,GCF_002900365.1,GCF_002900365.1__WP_032215552.1,C1192_RS04660
OG0000185,GCF_036503815.1,GCF_036503815.1__WP_060615496.1,AABJ99_RS06080,GCF_002900365.1,GCF_002900365.1__WP_032215552.1,C1192_RS04660
OG0000185,GCF_036503815.1,GCF_036503815.1__WP_338387418.1,AABJ99_RS20120,GCF_002900365.1,GCF_002900365.1__WP_032215552.1,C1192_RS04660
OG0000188,GCF_036503815.1,GCF_036503815.1__WP_039020691.1,AABJ99_RS09945,GCF_002900365.1,GCF_002900365.1__WP_038355086.1,C1192_RS02070
OG0000188,GCF_036503815.1,GCF_036503815.1__WP_039020838.1,AABJ99_RS12985,GCF_002900365.1,GCF_002900365.1__WP_038355086.1,C1192_RS02070
OG0000191,GCF_036503815.1,GCF_036503815.1__WP_001168045.1,AABJ99_RS06235,GCF_002900365.1,GCF_002900365.1__WP_001168033.1,C1192_RS22505
OG0000192,GCF_036503815.1,GCF_036503815.1__WP_000387713.1,AABJ99_RS07020,GCF_002900365.1,GCF_002900365.1__WP_000387719.1,C1192_RS23195
OG0000193,GCF_036503815.1,GCF_036503815.1__WP_000772649.1,AABJ99_RS18555,GCF_002900365.1,GCF_002900365.1__WP_001218982.1,C1192_RS17315
OG0000193,GCF_036503815.1,GCF_036503815.1__WP_000772649.1,AABJ99_RS18555,GCF_002900365.1,GCF_002900365.1__WP_038354833.1,C1192_RS00030
OG0000194,GCF_036503815.1,GCF_036503815.1__WP_001003725.1,AABJ99_RS06985,GCF_002900365.1,GCF_002900365.1__WP_001003730.1,C1192_RS23160
OG0000195,GCF_036503815.1,GCF_036503815.1__WP_338387423.1,AABJ99_RS20220,GCF_002900365.1,GCF_002900365.1__WP_038355538.1,C1192_RS23760
OG0000195,GCF_036503815.1,GCF_036503815.1__WP_338387544.1,AABJ99_RS09685,GCF_002900365.1,GCF_002900365.1__WP_038355538.1,C1192_RS23760
OG0000196,GCF_036503815.1,GCF_036503815.1__WP_000078345.1,AABJ99_RS02530,GCF_002900365.1,GCF_002900365.1__WP_000078317.1,C1192_RS14275
OG0000197,GCF_036503815.1,GCF_036503815.1__WP_039020449.1,AABJ99_RS15425,GCF_002900365.1,GCF_002900365.1__WP_038355185.1,C1192_RS07995
OG0000198,GCF_036503815.1,GCF_036503815.1__WP_032303826.1,AABJ99_RS03335,GCF_002900365.1,GCF_002900365.1__WP_038354452.1,C1192_RS19945
OG0000199,GCF_036503815.1,GCF_036503815.1__WP_039020357.1,AABJ99_RS07675,GCF_002900365.1,GCF_002900365.1__WP_000748242.1,C1192_RS00315
OG0000200,GCF_036503815.1,GCF_036503815.1__WP_000098631.1,AABJ99_RS04295,GCF_002900365.1,GCF_002900365.1__WP_001517051.1,C1192_RS20890
OG0000202,GCF_036503815.1,GCF_036503815.1__WP_032303833.1,AABJ99_RS03210,GCF_002900365.1,GCF_002900365.1__WP_000021881.1,C1192_RS15215
OG0000203,GCF_036503815.1,GCF_036503815.1__WP_039020937.1,AABJ99_RS07030,GCF_002900365.1,GCF_002900365.1__WP_038355468.1,C1192_RS23205
OG0000204,GCF_036503815.1,GCF_036503815.1__WP_000031784.1,AABJ99_RS22300,GCF_002900365.1,GCF_002900365.1__WP_000031784.1,
OG0000205,GCF_036503815.1,GCF_036503815.1__WP_000762868.1,AABJ99_RS12010,GCF_002900365.1,GCF_002900365.1__WP_038355899.1,C1192_RS04515
OG0000206,GCF_036503815.1,GCF_036503815.1__WP_039020301.1,AABJ99_RS23025,GCF_002900365.1,GCF_002900365.1__WP_038355387.1,C1192_RS16290
OG0000208,GCF_036503815.1,GCF_036503815.1__WP_001025395.1,AABJ99_RS24810,GCF_002900365.1,GCF_002900365.1__WP_038354928.1,C1192_RS12895
OG0000209,GCF_036503815.1,GCF_036503815.1__WP_000333125.1,AABJ99_RS19705,GCF_002900365.1,GCF_002900365.1__WP_000333133.1,C1192_RS12810
OG0000210,GCF_036503815.1,GCF_036503815.1__WP_039021811.1,AABJ99_RS19605,GCF_002900365.1,GCF_002900365.1__WP_016262859.1,C1192_RS12710
OG0000211,GCF_036503815.1,GCF_036503815.1__WP_001117011.1,AABJ99_RS19580,GCF_002900365.1,GCF_002900365.1__WP_038354943.1,C1192_RS12685
OG0000212,GCF_036503815.1,GCF_036503815.1__WP_000642212.1,AABJ99_RS19450,GCF_002900365.1,GCF_002900365.1__WP_038354952.1,C1192_RS12555
OG0000212,GCF_036503815.1,GCF_036503815.1__WP_032623598.1,AABJ99_RS24430,GCF_002900365.1,GCF_002900365.1__WP_038354952.1,C1192_RS12555
OG0000213,GCF_036503815.1,GCF_036503815.1__WP_039021828.1,AABJ99_RS19300,GCF_002900365.1,GCF_002900365.1__WP_038354960.1,C1192_RS12405
OG0000214,GCF_036503815.1,GCF_036503815.1__WP_001355211.1,AABJ99_RS19285,GCF_002900365.1,GCF_002900365.1__WP_052463031.1,C1192_RS12385
OG0000215,GCF_036503815.1,GCF_036503815.1__WP_000925240.1,AABJ99_RS01370,GCF_002900365.1,GCF_002900365.1__WP_038354962.1,C1192_RS12350
OG0000215,GCF_036503815.1,GCF_036503815.1__WP_088541436.1,AABJ99_RS19255,GCF_002900365.1,GCF_002900365.1__WP_038354962.1,C1192_RS12350
OG0000216,GCF_036503815.1,GCF_036503815.1__WP_039021864.1,AABJ99_RS19195,GCF_002900365.1,GCF_002900365.1__WP_038354968.1,C1192_RS12275
OG0000216,GCF_036503815.1,GCF_036503815.1__WP_039021864.1,AABJ99_RS19195,GCF_002900365.1,GCF_002900365.1__WP_038354969.1,C1192_RS12270
OG0000217,GCF_036503815.1,GCF_036503815.1__WP_039021627.1,AABJ99_RS19125,GCF_002900365.1,GCF_002900365.1__WP_016262885.1,C1192_RS12200
OG0000220,GCF_036503815.1,GCF_036503815.1__WP_000253276.1,AABJ99_RS08440,GCF_002900365.1,GCF_002900365.1__WP_000253267.1,C1192_RS01155
OG0000221,GCF_036503815.1,GCF_036503815.1__WP_000096041.1,AABJ99_RS22105,GCF_002900365.1,GCF_002900365.1__WP_016249460.1,C1192_RS18375
OG0000224,GCF_036503815.1,GCF_036503815.1__WP_001353415.1,AABJ99_RS17990,GCF_002900365.1,GCF_002900365.1__WP_038354648.1,C1192_RS10895
OG0000224,GCF_036503815.1,GCF_036503815.1__WP_039020532.1,AABJ99_RS08525,GCF_002900365.1,GCF_002900365.1__WP_038354648.1,C1192_RS10895
OG0000225,GCF_036503815.1,GCF_036503815.1__WP_000667319.1,AABJ99_RS17740,GCF_002900365.1,GCF_002900365.1__WP_000667317.1,C1192_RS10640
OG0000226,GCF_036503815.1,GCF_036503815.1__WP_001295328.1,AABJ99_RS17710,GCF_002900365.1,GCF_002900365.1__WP_038354476.1,C1192_RS10610
OG0000227,GCF_036503815.1,GCF_036503815.1__WP_000101737.1,AABJ99_RS17425,GCF_002900365.1,GCF_002900365.1__WP_038354582.1,C1192_RS10315
OG0000228,GCF_036503815.1,GCF_036503815.1__WP_000122037.1,AABJ99_RS17395,GCF_002900365.1,GCF_002900365.1__WP_038354585.1,C1192_RS10275
OG0000229,GCF_036503815.1,GCF_036503815.1__WP_000904502.1,AABJ99_RS17265,GCF_002900365.1,GCF_002900365.1__WP_000904499.1,C1192_RS10115
OG0000230,GCF_036503815.1,GCF_036503815.1__WP_338387391.1,AABJ99_RS17150,GCF_002900365.1,GCF_002900365.1__WP_001515927.1,C1192_RS09990
OG0000231,GCF_036503815.1,GCF_036503815.1__WP_000475507.1,AABJ99_RS01325,GCF_002900365.1,GCF_002900365.1__WP_038355224.1,C1192_RS09865
OG0000231,GCF_036503815.1,GCF_036503815.1__WP_039021586.1,AABJ99_RS17005,GCF_002900365.1,GCF_002900365.1__WP_038355224.1,C1192_RS09865
OG0000232,GCF_036503815.1,GCF_036503815.1__WP_000709873.1,AABJ99_RS17000,GCF_002900365.1,GCF_002900365.1__WP_038355225.1,C1192_RS09860
OG0000232,GCF_036503815.1,GCF_036503815.1__WP_001246155.1,AABJ99_RS01330,GCF_002900365.1,GCF_002900365.1__WP_038355225.1,C1192_RS09860
OG0000233,GCF_036503815.1,GCF_036503815.1__WP_001381488.1,AABJ99_RS01335,GCF_002900365.1,GCF_002900365.1__WP_038355226.1,C1192_RS09855
OG0000233,GCF_036503815.1,GCF_036503815.1__WP_039021587.1,AABJ99_RS16995,GCF_002900365.1,GCF_002900365.1__WP_038355226.1,C1192_RS09855
OG0000234,GCF_036503815.1,GCF_036503815.1__WP_020219104.1,AABJ99_RS01340,GCF_002900365.1,GCF_002900365.1__WP_038355227.1,C1192_RS09850
OG0000234,GCF_036503815.1,GCF_036503815.1__WP_039021588.1,AABJ99_RS16990,GCF_002900365.1,GCF_002900365.1__WP_038355227.1,C1192_RS09850
OG0000235,GCF_036503815.1,GCF_036503815.1__WP_322281909.1,AABJ99_RS16900,GCF_002900365.1,GCF_002900365.1__WP_001515944.1,C1192_RS09795
OG0000236,GCF_036503815.1,GCF_036503815.1__WP_021544858.1,AABJ99_RS24960,GCF_002900365.1,GCF_002900365.1__WP_001515946.1,C1192_RS09780
OG0000236,GCF_036503815.1,GCF_036503815.1__WP_039021061.1,AABJ99_RS16885,GCF_002900365.1,GCF_002900365.1__WP_001515946.1,C1192_RS09780
OG0000237,GCF_036503815.1,GCF_036503815.1__WP_039021073.1,AABJ99_RS16760,GCF_002900365.1,GCF_002900365.1__WP_000062439.1,C1192_RS09650
OG0000238,GCF_036503815.1,GCF_036503815.1__WP_000939738.1,AABJ99_RS16705,GCF_002900365.1,GCF_002900365.1__WP_000939742.1,C1192_RS09585
OG0000239,GCF_036503815.1,GCF_036503815.1__WP_001181473.1,AABJ99_RS16205,GCF_002900365.1,GCF_002900365.1__WP_001181470.1,C1192_RS09070
OG0000240,GCF_036503815.1,GCF_036503815.1__WP_000815435.1,AABJ99_RS15935,GCF_002900365.1,GCF_002900365.1__WP_000815435.1,C1192_RS08495
OG0000241,GCF_036503815.1,GCF_036503815.1__WP_000679972.1,AABJ99_RS15930,GCF_002900365.1,GCF_002900365.1__WP_001516019.1,C1192_RS08490
OG0000242,GCF_036503815.1,GCF_036503815.1__WP_000569080.1,AABJ99_RS15685,GCF_002900365.1,GCF_002900365.1__WP_000569100.1,C1192_RS08280
OG0000243,GCF_036503815.1,GCF_036503815.1__WP_039020431.1,AABJ99_RS15605,GCF_002900365.1,GCF_002900365.1__WP_038355204.1,C1192_RS08195
OG0000244,GCF_036503815.1,GCF_036503815.1__WP_134736206.1,AABJ99_RS15335,GCF_002900365.1,GCF_002900365.1__WP_133053296.1,C1192_RS07910
OG0000245,GCF_036503815.1,GCF_036503815.1__WP_039020461.1,AABJ99_RS15330,GCF_002900365.1,GCF_002900365.1__WP_000747340.1,C1192_RS07905
OG0000246,GCF_036503815.1,GCF_036503815.1__WP_039020462.1,AABJ99_RS15325,GCF_002900365.1,GCF_002900365.1__WP_038355178.1,C1192_RS07900
OG0000247,GCF_036503815.1,GCF_036503815.1__WP_001385255.1,AABJ99_RS15275,GCF_002900365.1,GCF_002900365.1__WP_000537399.1,C1192_RS07800
OG0000249,GCF_036503815.1,GCF_036503815.1__WP_001151437.1,AABJ99_RS14650,GCF_002900365.1,GCF_002900365.1__WP_001151439.1,C1192_RS07195
OG0000250,GCF_036503815.1,GCF_036503815.1__WP_024210573.1,AABJ99_RS14610,GCF_002900365.1,GCF_002900365.1__WP_001517370.1,C1192_RS16360
OG0000251,GCF_036503815.1,GCF_036503815.1__WP_001217754.1,AABJ99_RS14390,GCF_002900365.1,GCF_002900365.1__WP_001217758.1,C1192_RS06960
OG0000252,GCF_036503815.1,GCF_036503815.1__WP_000020484.1,AABJ99_RS14320,GCF_002900365.1,GCF_002900365.1__WP_000020468.1,C1192_RS06895
OG0000253,GCF_036503815.1,GCF_036503815.1__WP_039021661.1,AABJ99_RS14315,GCF_002900365.1,GCF_002900365.1__WP_038355508.1,C1192_RS11455
OG0000254,GCF_036503815.1,GCF_036503815.1__WP_000103754.1,AABJ99_RS14230,GCF_002900365.1,GCF_002900365.1__WP_000103754.1,C1192_RS06800
OG0000254,GCF_036503815.1,GCF_036503815.1__WP_000103754.1,AABJ99_RS14230,GCF_002900365.1,GCF_002900365.1__WP_038355848.1,C1192_RS24330
OG0000255,GCF_036503815.1,GCF_036503815.1__WP_000952736.1,AABJ99_RS14100,GCF_002900365.1,GCF_002900365.1__WP_016248601.1,C1192_RS06640
OG0000256,GCF_036503815.1,GCF_036503815.1__WP_000444487.1,AABJ99_RS14030,GCF_002900365.1,GCF_002900365.1__WP_000444487.1,C1192_RS06555
OG0000257,GCF_036503815.1,GCF_036503815.1__WP_000957771.1,AABJ99_RS11985,GCF_002900365.1,GCF_002900365.1__WP_001516523.1,C1192_RS06035
OG0000257,GCF_036503815.1,GCF_036503815.1__WP_001295621.1,AABJ99_RS13665,GCF_002900365.1,GCF_002900365.1__WP_001516523.1,C1192_RS06035
OG0000258,GCF_036503815.1,GCF_036503815.1__WP_000171276.1,AABJ99_RS13500,GCF_002900365.1,GCF_002900365.1__WP_001516503.1,C1192_RS05830
OG0000259,GCF_036503815.1,GCF_036503815.1__WP_338387359.1,AABJ99_RS13300,GCF_002900365.1,GCF_002900365.1__WP_038354524.1,C1192_RS05630
OG0000260,GCF_036503815.1,GCF_036503815.1__WP_000573406.1,AABJ99_RS13270,GCF_002900365.1,GCF_002900365.1__WP_000573415.1,C1192_RS05580
OG0000261,GCF_036503815.1,GCF_036503815.1__WP_039020831.1,AABJ99_RS13085,GCF_002900365.1,GCF_002900365.1__WP_038354515.1,C1192_RS05495
OG0000262,GCF_036503815.1,GCF_036503815.1__WP_039020836.1,AABJ99_RS13035,GCF_002900365.1,GCF_002900365.1__WP_016249363.1,C1192_RS18065
OG0000263,GCF_036503815.1,GCF_036503815.1__WP_039021774.1,AABJ99_RS12565,GCF_002900365.1,GCF_002900365.1__WP_000085920.1,C1192_RS04695
OG0000264,GCF_036503815.1,GCF_036503815.1__WP_160523774.1,AABJ99_RS12555,GCF_002900365.1,GCF_002900365.1__WP_000804361.1,C1192_RS04705
OG0000265,GCF_036503815.1,GCF_036503815.1__WP_001019197.1,AABJ99_RS14815,GCF_002900365.1,GCF_002900365.1__WP_001019201.1,C1192_RS07270
OG0000266,GCF_036503815.1,GCF_036503815.1__WP_000854559.1,AABJ99_RS09565,GCF_002900365.1,GCF_002900365.1__WP_000854559.1,
OG0000266,GCF_036503815.1,GCF_036503815.1__WP_001331023.1,AABJ99_RS11925,GCF_002900365.1,GCF_002900365.1__WP_000854559.1,
OG0000267,GCF_036503815.1,GCF_036503815.1__WP_001083273.1,AABJ99_RS11920,GCF_002900365.1,GCF_002900365.1__WP_038354784.1,
