baseline_accession,baseline_gene_id,baseline_gene_name,alternative_accession,relationship,baseline_family_gene_count,alternative_family_gene_count,orthogroups,alternative_gene_ids,alternative_gene_names,renamed_one_to_one
GCF_000005845.2,b0477,gsk,GCF_002900365.1,one_to_one,1,1,OG0000826,C1192_RS10235,gsk,False
GCF_000005845.2,b0478,ybaL,GCF_002900365.1,one_to_one,1,1,OG0000827,C1192_RS10230,ybaL,False
GCF_000005845.2,b0479,fsr,GCF_002900365.1,one_to_one,1,1,OG0000828,C1192_RS10225,C1192_RS10225,True
GCF_000005845.2,b0480,ushA,GCF_002900365.1,no_ortholog,1,0,OG0003188,,,False
GCF_000005845.2,b0481,ybaK,GCF_002900365.1,one_to_one,1,1,OG0000829,C1192_RS10185,ybaK,False
GCF_000005845.2,b4585,chiX,GCF_002900365.1,no_protein,1,0,,,,False
GCF_000005845.2,b0482,ybaP,GCF_002900365.1,one_to_one,1,1,OG0000830,C1192_RS10175,C1192_RS10175,True
GCF_000005845.2,b0483,ybaQ,GCF_002900365.1,no_ortholog,1,0,OG0003881,,,False
GCF_000005845.2,b0484,copA,GCF_002900365.1,one_to_one,1,1,OG0000132,C1192_RS10170,copA,False
GCF_000005845.2,b0485,glsA,GCF_002900365.1,no_ortholog,1,0,OG0003189,,,False
GCF_000005845.2,b0486,ybaT,GCF_002900365.1,one_to_one,1,1,OG0000831,C1192_RS10160,C1192_RS10160,True
GCF_000005845.2,b0487,cueR,GCF_002900365.1,one_to_one,1,1,OG0000832,C1192_RS10145,cueR,False
GCF_000005845.2,b0488,ybbJ,GCF_002900365.1,one_to_one,1,1,OG0000833,C1192_RS10120,C1192_RS10120,True
GCF_000005845.2,b0489,qmcA,GCF_002900365.1,one_to_one,1,1,OG0000229,C1192_RS10115,C1192_RS10115,True
GCF_000005845.2,b0490,fetA,GCF_002900365.1,one_to_one,1,1,OG0000834,C1192_RS10110,fetA,False
GCF_000005845.2,b0491,fetB,GCF_002900365.1,one_to_one,1,1,OG0000835,C1192_RS10105,fetB,False
GCF_000005845.2,b0492,cnoX,GCF_002900365.1,one_to_one,1,1,OG0000836,C1192_RS10100,cnoX,False
GCF_000005845.2,b0493,ybbO,GCF_002900365.1,one_to_one,1,1,OG0000837,C1192_RS10095,ybbO,False
GCF_000005845.2,b0494,tesA,GCF_002900365.1,one_to_one,1,1,OG0000838,C1192_RS10090,tesA,False
GCF_000005845.2,b0495,ybbA,GCF_002900365.1,one_to_one,1,1,OG0000839,C1192_RS10085,ybbA,False
GCF_000005845.2,b0496,ybbP,GCF_002900365.1,one_to_one,1,1,OG0000840,C1192_RS10080,ybbP,False
GCF_000005845.2,b0497,rhsD,GCF_002900365.1,many_to_one,4,1,OG0000014,C1192_RS25205,C1192_RS25205,False
GCF_000005845.2,b0498,ybbC,GCF_002900365.1,no_ortholog,1,0,OG0003882,,,False
GCF_000005845.2,b0499,ylbH,GCF_002900365.1,no_protein,1,0,,,,False
GCF_000005845.2,b0501,ybbD,GCF_002900365.1,no_protein,1,0,,,,False
GCF_000005845.2,b4632,ylbI,GCF_002900365.1,no_protein,1,0,,,,False
GCF_000005845.2,b0502,ylbG,GCF_002900365.1,no_ortholog,1,0,OG0005370,,,False
GCF_000005845.2,b0503,selU,GCF_002900365.1,one_to_one,1,1,OG0000841,C1192_RS10070,mnmH,True
GCF_000005845.2,b0504,allS,GCF_002900365.1,no_ortholog,1,0,OG0003576,,,False
GCF_000005845.2,b0505,allA,GCF_002900365.1,one_to_one,1,1,OG0003190,C1192_RS10060,allA,False
GCF_000005845.2,b0506,allR,GCF_002900365.1,one_to_one,1,1,OG0003191,C1192_RS10055,allR,False
GCF_000005845.2,b4831,allZ,GCF_002900365.1,no_protein,1,0,,,,False
GCF_000005845.2,b0507,gcl,GCF_002900365.1,one_to_one,1,1,OG0003192,C1192_RS10050,gcl,False
GCF_000005845.2,b0508,hyi,GCF_002900365.1,one_to_one,1,1,OG0003193,C1192_RS10045,hyi,False
GCF_000005845.2,b0509,glxR,GCF_002900365.1,many_to_one,2,1,OG0000057,C1192_RS10040,glxR,False
GCF_000005845.2,b0511,allW,GCF_002900365.1,one_to_one,1,1,OG0003194,C1192_RS10035,C1192_RS10035,True
GCF_000005845.2,b0512,allB,GCF_002900365.1,no_ortholog,1,0,OG0003577,,,False
GCF_000005845.2,b0513,ybbY,GCF_002900365.1,one_to_one,1,1,OG0003195,C1192_RS10010,C1192_RS10010,True
GCF_000005845.2,b0514,glxK,GCF_002900365.1,many_to_one,2,1,OG0000058,C1192_RS10005,glxK,False
GCF_000005845.2,b0515,allE,GCF_002900365.1,one_to_one,1,1,OG0003196,C1192_RS10000,allE,False
GCF_000005845.2,b0516,allC,GCF_002900365.1,one_to_one,1,1,OG0003197,C1192_RS09995,allC,False
GCF_000005845.2,b0517,allD,GCF_002900365.1,one_to_one,1,1,OG0000230,C1192_RS09990,allD,False
GCF_000005845.2,b0518,fdrA,GCF_002900365.1,no_ortholog,1,0,OG0003578,,,False
GCF_000005845.2,b4572,ylbE,GCF_002900365.1,one_to_one,1,1,OG0003698,C1192_RS09980,C1192_RS09980,True
GCF_000005845.2,b0520,ylbF,GCF_002900365.1,one_to_one,1,1,OG0000842,C1192_RS09975,C1192_RS09975,True
GCF_000005845.2,b0521,ybcF,GCF_002900365.1,no_ortholog,1,0,OG0005015,,,False
GCF_000005845.2,b0522,purK,GCF_002900365.1,one_to_one,1,1,OG0003198,C1192_RS09965,purK,False
GCF_000005845.2,b0523,purE,GCF_002900365.1,one_to_one,1,1,OG0000843,C1192_RS09960,purE,False
GCF_000005845.2,b0524,lpxH,GCF_002900365.1,one_to_one,1,1,OG0000844,C1192_RS09945,lpxH,False
GCF_000005845.2,b0525,ppiB,GCF_002900365.1,one_to_one,1,1,OG0000845,C1192_RS09940,ppiB,False
GCF_000005845.2,b0526,cysS,GCF_002900365.1,one_to_one,1,1,OG0000846,C1192_RS09935,cysS,False
GCF_000005845.2,b0527,ybcI,GCF_002900365.1,one_to_one,1,1,OG0000847,C1192_RS09930,C1192_RS09930,True
GCF_000005845.2,b0528,ybcJ,GCF_002900365.1,one_to_one,1,1,OG0000848,C1192_RS09925,ybcJ,False
GCF_000005845.2,b0529,folD,GCF_002900365.1,one_to_one,1,1,OG0000849,C1192_RS09920,folD,False
GCF_000005845.2,b0530,sfmA,GCF_002900365.1,no_ortholog,1,0,OG0000000,,,False
GCF_000005845.2,b0531,sfmC,GCF_002900365.1,many_to_one,2,1,OG0000017,C1192_RS15045,C1192_RS15045,False
GCF_000005845.2,b0532,sfmD,GCF_002900365.1,no_ortholog,1,0,OG0000003,,,False
GCF_000005845.2,b0533,sfmH,GCF_002900365.1,many_to_one,3,1,OG0000059,C1192_RS15020,C1192_RS15020,False
GCF_000005845.2,b0534,sfmF,GCF_002900365.1,many_to_one,4,1,OG0000000,C1192_RS06765,C1192_RS06765,False
GCF_000005845.2,b0535,fimZ,GCF_002900365.1,no_ortholog,1,0,OG0003883,,,False
GCF_000005845.2,b0536,argU,GCF_002900365.1,no_protein,1,0,,,,False
GCF_000005845.2,b0537,intD,GCF_002900365.1,no_ortholog,1,0,OG0004326,,,False
GCF_000005845.2,b4633,xisD,GCF_002900365.1,no_protein,1,0,,,,False
GCF_000005845.2,b0539,exoD,GCF_002900365.1,no_protein,1,0,,,,False
GCF_000005845.2,b4508,peaD,GCF_002900365.1,no_protein,1,0,,,,False
GCF_000005845.2,b0542,renD,GCF_002900365.1,no_protein,1,0,,,,False
GCF_000005845.2,b0540,insE3,GCF_002900365.1,many_to_many,10,3,OG0000009,C1192_RS00175;C1192_RS21550;C1192_RS24470,C1192_RS00175;C1192_RS21550;C1192_RS24470,False
GCF_000005845.2,b0541,insF3,GCF_002900365.1,many_to_many,10,3,OG0000009,C1192_RS00175;C1192_RS21550;C1192_RS24470,C1192_RS00175;C1192_RS21550;C1192_RS24470,False
GCF_000005845.2,b0543,emrE,GCF_002900365.1,many_to_many,2,2,OG0000021,C1192_RS06510;C1192_RS09900,C1192_RS06510;emrE,False
GCF_000005845.2,b4733,ylcJ,GCF_002900365.1,no_ortholog,1,0,OG0005530,,,False
GCF_000005845.2,b0544,ybcK,GCF_002900365.1,no_ortholog,1,0,OG0005233,,,False
GCF_000005845.2,b0545,ybcL,GCF_002900365.1,one_to_one,1,1,OG0003884,C1192_RS06500,C1192_RS06500,True
GCF_000005845.2,b0546,ybcM,GCF_002900365.1,no_ortholog,1,0,OG0004393,,,False
GCF_000005845.2,b4588,ylcH,GCF_002900365.1,no_ortholog,1,0,OG0004498,,,False
GCF_000005845.2,b0547,ybcN,GCF_002900365.1,no_ortholog,1,0,OG0004394,,,False
GCF_000005845.2,b0548,ninE,GCF_002900365.1,no_ortholog,1,0,OG0004395,,,False
GCF_000005845.2,b0549,ybcO,GCF_002900365.1,one_to_one,1,1,OG0003199,C1192_RS06245,C1192_RS06245,True
GCF_000005845.2,b0550,rusA,GCF_002900365.1,no_ortholog,1,0,OG0000083,,,False
GCF_000005845.2,b4509,ylcG,GCF_002900365.1,no_ortholog,1,0,OG0004049,,,False
GCF_000005845.2,b0551,quuD,GCF_002900365.1,no_ortholog,1,0,OG0003546,,,False
GCF_000005845.2,b0553,nmpC,GCF_002900365.1,no_protein,1,0,,,,False
GCF_000005845.2,b0552,insH2,GCF_002900365.1,no_ortholog,1,0,OG0000024,,,False
GCF_000005845.2,b0554,essD,GCF_002900365.1,many_to_one,2,1,OG0000513,C1192_RS04535,C1192_RS04535,False
GCF_000005845.2,b0555,rrrD,GCF_002900365.1,no_ortholog,1,0,OG0003155,,,False
GCF_000005845.2,b0556,rzpD,GCF_002900365.1,no_ortholog,1,0,OG0000419,,,False
GCF_000005845.2,b4510,rzoD,GCF_002900365.1,no_ortholog,1,0,OG0004522,,,False
GCF_000005845.2,b0557,borD,GCF_002900365.1,no_ortholog,1,0,OG0003200,,,False
GCF_000005845.2,b0558,ybcV,GCF_002900365.1,no_ortholog,1,0,OG0003885,,,False
GCF_000005845.2,b0559,ybcW,GCF_002900365.1,one_to_one,1,1,OG0003886,C1192_RS04580,C1192_RS04580,True
GCF_000005845.2,b4589,ylcI,GCF_002900365.1,no_ortholog,1,0,OG0003431,,,False
GCF_000005845.2,b0560,nohD,GCF_002900365.1,no_ortholog,1,0,OG0000133,,,False
GCF_000005845.2,b4634,aaaD,GCF_002900365.1,no_protein,1,0,,,,False
GCF_000005845.2,b0561,tfaD,GCF_002900365.1,many_to_one,4,1,OG0000012,C1192_RS05020,C1192_RS05020,False
GCF_000005845.2,b0562,ybcY,GCF_002900365.1,no_protein,1,0,,,,False
GCF_000005845.2,b0563,tfaX,GCF_002900365.1,many_to_one,4,1,OG0000012,C1192_RS05020,C1192_RS05020,False
GCF_000005845.2,b0564,appY,GCF_002900365.1,one_to_many,1,2,OG0003527,C1192_RS24890;C1192_RS24905,C1192_RS24890;C1192_RS24905,False
GCF_000005845.2,b0565,ompT,GCF_002900365.1,one_to_one,1,1,OG0000090,C1192_RS04800,C1192_RS04800,True
GCF_000005845.2,b0566,envY,GCF_002900365.1,no_ortholog,1,0,OG0003824,,,False
GCF_000005845.2,b0567,ybcH,GCF_002900365.1,one_to_one,1,1,OG0000850,C1192_RS09890,C1192_RS09890,True
GCF_000005845.2,b0568,nfrA,GCF_002900365.1,one_to_one,1,1,OG0000851,C1192_RS09885,nfrA,False
GCF_000005845.2,b0569,nfrB,GCF_002900365.1,one_to_one,1,1,OG0000852,C1192_RS09880,nfrB,False
GCF_000005845.2,b0570,cusS,GCF_002900365.1,one_to_many,1,2,OG0000091,C1192_RS09875;C1192_RS11160,C1192_RS11160;cusS,False
GCF_000005845.2,b0571,cusR,GCF_002900365.1,one_to_one,1,1,OG0000401,C1192_RS09870,cusR,False
GCF_000005845.2,b0572,cusC,GCF_002900365.1,one_to_one,1,1,OG0000231,C1192_RS09865,cusC,False
GCF_000005845.2,b0573,cusF,GCF_002900365.1,one_to_one,1,1,OG0000232,C1192_RS09860,cusF,False
GCF_000005845.2,b0574,cusB,GCF_002900365.1,one_to_one,1,1,OG0000233,C1192_RS09855,cusB,False
GCF_000005845.2,b0575,cusA,GCF_002900365.1,one_to_one,1,1,OG0000234,C1192_RS09850,cusA,False
GCF_000005845.2,b0576,pheP,GCF_002900365.1,one_to_one,1,1,OG0000428,C1192_RS09845,pheP,False
GCF_000005845.2,b0577,ybdG,GCF_002900365.1,one_to_one,1,1,OG0000853,C1192_RS09840,ybdG,False
GCF_000005845.2,b0578,nfsB,GCF_002900365.1,one_to_one,1,1,OG0000854,C1192_RS09835,nfsB,False
GCF_000005845.2,b0579,ybdF,GCF_002900365.1,one_to_one,1,1,OG0000855,C1192_RS09830,C1192_RS09830,True
GCF_000005845.2,b0580,ybdJ,GCF_002900365.1,one_to_one,1,1,OG0000856,C1192_RS09825,C1192_RS09825,True
GCF_000005845.2,b0581,ybdK,GCF_002900365.1,one_to_one,1,1,OG0000857,C1192_RS09820,C1192_RS09820,True
GCF_000005845.2,b4835,sokE,GCF_002900365.1,no_protein,1,0,,,,False
GCF_000005845.2,b4415,hokE,GCF_002900365.1,no_ortholog,1,0,OG0003137,,,False
GCF_000005845.2,b0582,insL2,GCF_002900365.1,no_ortholog,1,0,OG0003556,,,False
GCF_000005845.2,b0583,entD,GCF_002900365.1,one_to_one,1,1,OG0000858,C1192_RS09805,entD,False
GCF_000005845.2,b0584,fepA,GCF_002900365.1,one_to_one,1,1,OG0000859,C1192_RS09800,fepA,False
GCF_000005845.2,b0585,fes,GCF_002900365.1,one_to_one,1,1,OG0000235,C1192_RS09795,fes,False
GCF_000005845.2,b4511,ybdZ,GCF_002900365.1,one_to_one,1,1,OG0003081,C1192_RS09790,C1192_RS09790,True
GCF_000005845.2,b0586,entF,GCF_002900365.1,one_to_one,1,1,OG0000860,C1192_RS09785,entF,False
GCF_000005845.2,b0587,fepE,GCF_002900365.1,one_to_one,1,1,OG0000236,C1192_RS09780,wzz(fepE),True
GCF_000005845.2,b0588,fepC,GCF_002900365.1,one_to_one,1,1,OG0000861,C1192_RS09775,fepC,False
GCF_000005845.2,b0589,fepG,GCF_002900365.1,one_to_one,1,1,OG0000862,C1192_RS09770,fepG,False
GCF_000005845.2,b0590,fepD,GCF_002900365.1,one_to_one,1,1,OG0000863,C1192_RS09765,fepD,False
GCF_000005845.2,b0591,entS,GCF_002900365.1,one_to_one,1,1,OG0000864,C1192_RS09760,entS,False
GCF_000005845.2,b0592,fepB,GCF_002900365.1,one_to_one,1,1,OG0000865,C1192_RS09755,fepB,False
GCF_000005845.2,b0593,entC,GCF_002900365.1,one_to_one,1,1,OG0000866,C1192_RS09750,entC,False
GCF_000005845.2,b0594,entE,GCF_002900365.1,one_to_one,1,1,OG0000867,C1192_RS09745,entE,False
GCF_000005845.2,b0595,entB,GCF_002900365.1,one_to_one,1,1,OG0000868,C1192_RS09740,entB,False
GCF_000005845.2,b0596,entA,GCF_002900365.1,one_to_one,1,1,OG0000869,C1192_RS09735,entA,False
GCF_000005845.2,b0597,entH,GCF_002900365.1,one_to_one,1,1,OG0000435,C1192_RS09730,entH,False
GCF_000005845.2,b0598,cstA,GCF_002900365.1,one_to_one,1,1,OG0000438,C1192_RS09725,cstA,False
GCF_000005845.2,b4512,ybdD,GCF_002900365.1,one_to_one,1,1,OG0000509,C1192_RS09720,C1192_RS09720,True
GCF_000005845.2,b0599,hcxA,GCF_002900365.1,one_to_one,1,1,OG0000870,C1192_RS09715,hcxA,False
GCF_000005845.2,b0600,ybdL,GCF_002900365.1,one_to_one,1,1,OG0000871,C1192_RS09710,ybdL,False
GCF_000005845.2,b0601,ybdM,GCF_002900365.1,one_to_one,1,1,OG0000134,C1192_RS09705,C1192_RS09705,True
GCF_000005845.2,b0602,ybdN,GCF_002900365.1,one_to_one,1,1,OG0000092,C1192_RS09700,C1192_RS09700,True
GCF_000005845.2,b0603,citR,GCF_002900365.1,one_to_one,1,1,OG0000872,C1192_RS09695,citR,False
GCF_000005845.2,b0604,dsbG,GCF_002900365.1,one_to_one,1,1,OG0000873,C1192_RS09690,dsbG,False
GCF_000005845.2,b0605,ahpC,GCF_002900365.1,one_to_one,1,1,OG0000874,C1192_RS09685,ahpC,False
GCF_000005845.2,b0606,ahpF,GCF_002900365.1,one_to_one,1,1,OG0000875,C1192_RS09680,ahpF,False
GCF_000005845.2,b0607,uspG,GCF_002900365.1,one_to_many,1,2,OG0000135,C1192_RS09675;C1192_RS25560,C1192_RS25560;uspG,False
GCF_000005845.2,b0608,ybdR,GCF_002900365.1,no_ortholog,1,0,OG0003579,,,False
GCF_000005845.2,b4734,yldA,GCF_002900365.1,no_ortholog,1,0,OG0005727,,,False
GCF_000005845.2,b0610,rnk,GCF_002900365.1,one_to_one,1,1,OG0000876,C1192_RS09670,rnk,False
GCF_000005845.2,b0611,rna,GCF_002900365.1,one_to_one,1,1,OG0000877,C1192_RS09660,rna,False
GCF_000005845.2,b0612,citT,GCF_002900365.1,many_to_one,3,1,OG0000015,C1192_RS09655,citT,False
GCF_000005845.2,b0613,citG,GCF_002900365.1,one_to_one,1,1,OG0000237,C1192_RS09650,citG,False
GCF_000005845.2,b0614,citX,GCF_002900365.1,one_to_one,1,1,OG0000878,C1192_RS09645,citX,False
GCF_000005845.2,b0615,citF,GCF_002900365.1,one_to_one,1,1,OG0000879,C1192_RS09640,citF,False
GCF_000005845.2,b0616,citE,GCF_002900365.1,one_to_one,1,1,OG0000880,C1192_RS09635,citE,False
GCF_000005845.2,b0617,citD,GCF_002900365.1,one_to_one,1,1,OG0000881,C1192_RS09630,citD,False
GCF_000005845.2,b0618,citC,GCF_002900365.1,one_to_one,1,1,OG0000882,C1192_RS09625,citC,False
GCF_000005845.2,b0619,dpiB,GCF_002900365.1,one_to_one,1,1,OG0000883,C1192_RS09615,dpiB,False
GCF_000005845.2,b0620,dpiA,GCF_002900365.1,one_to_one,1,1,OG0000884,C1192_RS09610,dpiA,False
GCF_000005845.2,b0621,dcuC,GCF_002900365.1,one_to_one,1,1,OG0000885,C1192_RS09605,dcuC,False
GCF_000005845.2,b0622,pagP,GCF_002900365.1,no_ortholog,1,0,OG0003201,,,False
GCF_000005845.2,b0623,cspE,GCF_002900365.1,one_to_one,1,1,OG0000369,C1192_RS09590,cspE,False
GCF_000005845.2,b0624,crcB,GCF_002900365.1,one_to_one,1,1,OG0000238,C1192_RS09585,crcB,False
GCF_000005845.2,b4581,ybeM,GCF_002900365.1,no_protein,1,0,,,,False
GCF_000005845.2,b0627,tatE,GCF_002900365.1,one_to_one,1,1,OG0000439,C1192_RS09575,tatE,False
GCF_000005845.2,b0628,lipA,GCF_002900365.1,one_to_one,1,1,OG0000886,C1192_RS09570,lipA,False
GCF_000005845.2,b0629,ybeF,GCF_002900365.1,no_ortholog,1,0,OG0004396,,,False
GCF_000005845.2,b0630,lipB,GCF_002900365.1,one_to_one,1,1,OG0000887,C1192_RS09560,lipB,False
GCF_000005845.2,b0631,ybeD,GCF_002900365.1,one_to_one,1,1,OG0000888,C1192_RS09555,ybeD,False
GCF_000005845.2,b0632,dacA,GCF_002900365.1,one_to_one,1,1,OG0000441,C1192_RS09550,dacA,False
GCF_000005845.2,b0633,rlpA,GCF_002900365.1,one_to_one,1,1,OG0000889,C1192_RS09545,rlpA,False
GCF_000005845.2,b0634,mrdB,GCF_002900365.1,one_to_one,1,1,OG0000890,C1192_RS09540,mrdB,False
GCF_000005845.2,b0635,mrdA,GCF_002900365.1,one_to_one,1,1,OG0000891,C1192_RS09535,mrdA,False
GCF_000005845.2,b0636,rlmH,GCF_002900365.1,one_to_one,1,1,OG0000892,C1192_RS09530,rlmH,False
GCF_000005845.2,b0637,rsfS,GCF_002900365.1,one_to_one,1,1,OG0000893,C1192_RS09525,rsfS,False
GCF_000005845.2,b0638,cobC,GCF_002900365.1,one_to_one,1,1,OG0003202,C1192_RS09520,C1192_RS09520,True
GCF_000005845.2,b0639,nadD,GCF_002900365.1,one_to_one,1,1,OG0000894,C1192_RS09515,nadD,False
GCF_000005845.2,b0640,holA,GCF_002900365.1,one_to_one,1,1,OG0000895,C1192_RS09510,holA,False
GCF_000005845.2,b0641,lptE,GCF_002900365.1,one_to_one,1,1,OG0000896,C1192_RS09505,lptE,False
GCF_000005845.2,b0642,leuS,GCF_002900365.1,one_to_one,1,1,OG0000897,C1192_RS09500,leuS,False
GCF_000005845.2,b0643,ybeL,GCF_002900365.1,one_to_one,1,1,OG0000898,C1192_RS09495,C1192_RS09495,True
GCF_000005845.2,b0644,ybeQ,GCF_002900365.1,no_ortholog,1,0,OG0003580,,,False
GCF_000005845.2,b0645,ybeR,GCF_002900365.1,no_ortholog,1,0,OG0003538,,,False
GCF_000005845.2,b0646,djlB,GCF_002900365.1,no_ortholog,1,0,OG0004397,,,False
GCF_000005845.2,b0647,ybeT,GCF_002900365.1,no_ortholog,1,0,OG0005324,,,False
GCF_000005845.2,b0648,ybeU,GCF_002900365.1,one_to_one,1,1,OG0003156,C1192_RS09480,C1192_RS09480,True
GCF_000005845.2,b0649,djlC,GCF_002900365.1,one_to_one,1,1,OG0003203,C1192_RS09475,C1192_RS09475,True
GCF_000005845.2,b0650,hscC,GCF_002900365.1,one_to_one,1,1,OG0003204,C1192_RS09470,hscC,False
GCF_000005845.2,b0651,rihA,GCF_002900365.1,one_to_one,1,1,OG0000899,C1192_RS09465,rihA,False
GCF_000005845.2,b0652,gltL,GCF_002900365.1,one_to_one,1,1,OG0000420,C1192_RS09450,gltL,False
GCF_000005845.2,b0653,gltK,GCF_002900365.1,one_to_one,1,1,OG0000900,C1192_RS09445,gltK,False
GCF_000005845.2,b0654,gltJ,GCF_002900365.1,one_to_one,1,1,OG0000901,C1192_RS09440,gltJ,False
GCF_000005845.2,b4763,sroC,GCF_002900365.1,no_protein,1,0,,,,False
GCF_000005845.2,b0655,gltI,GCF_002900365.1,one_to_one,1,1,OG0000902,C1192_RS09435,gltI,False
GCF_000005845.2,b0656,insH3,GCF_002900365.1,no_ortholog,1,0,OG0000024,,,False
GCF_000005845.2,b0657,lnt,GCF_002900365.1,one_to_one,1,1,OG0000903,C1192_RS09430,lnt,False
GCF_000005845.2,b0658,ybeX,GCF_002900365.1,one_to_one,1,1,OG0000904,C1192_RS09425,corC,True
GCF_000005845.2,b0659,ybeY,GCF_002900365.1,one_to_one,1,1,OG0000905,C1192_RS09420,ybeY,False
GCF_000005845.2,b0660,ybeZ,GCF_002900365.1,one_to_one,1,1,OG0000906,C1192_RS09415,C1192_RS09415,True
GCF_000005845.2,b0661,miaB,GCF_002900365.1,one_to_one,1,1,OG0000907,C1192_RS09410,miaB,False
GCF_000005845.2,b0662,ubiF,GCF_002900365.1,one_to_one,1,1,OG0000908,C1192_RS09405,ubiF,False
GCF_000005845.2,b0664,glnX,GCF_002900365.1,no_protein,1,0,,,,False
GCF_000005845.2,b0665,glnV,GCF_002900365.1,no_protein,1,0,,,,False
GCF_000005845.2,b0666,metU,GCF_002900365.1,no_protein,1,0,,,,False
GCF_000005845.2,b0668,glnW,GCF_002900365.1,no_protein,1,0,,,,False
GCF_000005845.2,b0670,glnU,GCF_002900365.1,no_protein,1,0,,,,False
GCF_000005845.2,b0672,leuW,GCF_002900365.1,no_protein,1,0,,,,False
GCF_000005845.2,b0673,metT,GCF_002900365.1,no_protein,1,0,,,,False
GCF_000005845.2,b0674,asnB,GCF_002900365.1,one_to_one,1,1,OG0000909,C1192_RS09355,asnB,False
GCF_000005845.2,b0675,umpH,GCF_002900365.1,one_to_one,1,1,OG0000910,C1192_RS09345,nagD,True
GCF_000005845.2,b0676,nagC,GCF_002900365.1,one_to_one,1,1,OG0000911,C1192_RS09340,nagC,False
GCF_000005845.2,b0677,nagA,GCF_002900365.1,one_to_one,1,1,OG0000912,C1192_RS09335,nagA,False
GCF_000005845.2,b0678,nagB,GCF_002900365.1,one_to_one,1,1,OG0000913,C1192_RS09330,nagB,False
GCF_000005845.2,b0679,nagE,GCF_002900365.1,one_to_one,1,1,OG0000914,C1192_RS09325,nagE,False
GCF_000005845.2,b0680,glnS,GCF_002900365.1,one_to_one,1,1,OG0000915,C1192_RS09320,glnS,False
GCF_000005845.2,b4808,chiZ,GCF_002900365.1,no_protein,1,0,,,,False
GCF_000005845.2,b0681,chiP,GCF_002900365.1,one_to_one,1,1,OG0000916,C1192_RS09315,chiP,False
GCF_000005845.2,b0682,chiQ,GCF_002900365.1,one_to_one,1,1,OG0000917,C1192_RS09310,C1192_RS09310,True
GCF_000005845.2,b0683,fur,GCF_002900365.1,one_to_one,1,1,OG0000918,C1192_RS09305,fur,False
GCF_000005845.2,b4637,uof,GCF_002900365.1,one_to_one,1,1,OG0002972,C1192_RS09300,uof,False
GCF_000005845.2,b0684,fldA,GCF_002900365.1,one_to_one,1,1,OG0000919,C1192_RS09295,fldA,False
GCF_000005845.2,b0685,ybfE,GCF_002900365.1,one_to_one,1,1,OG0000920,C1192_RS09290,ybfE,False
GCF_000005845.2,b0686,ybfF,GCF_002900365.1,no_ortholog,1,0,OG0003855,,,False
GCF_000005845.2,b0687,seqA,GCF_002900365.1,one_to_one,1,1,OG0000921,C1192_RS09280,seqA,False
GCF_000005845.2,b0688,pgm,GCF_002900365.1,one_to_one,1,1,OG0000922,C1192_RS09275,pgm,False
GCF_000005845.2,b0689,ybfP,GCF_002900365.1,no_ortholog,1,0,OG0003887,,,False
GCF_000005845.2,b0691,ybfG,GCF_002900365.1,no_protein,1,0,,,,False
GCF_000005845.2,b4636,ybfI,GCF_002900365.1,no_protein,1,0,,,,False
GCF_000005845.2,b0692,potE,GCF_002900365.1,no_ortholog,1,0,OG0003581,,,False
GCF_000005845.2,b0693,speF,GCF_002900365.1,no_ortholog,1,0,OG0003528,,,False
GCF_000005845.2,b4803,speFL,GCF_002900365.1,no_ortholog,1,0,OG0003708,,,False
GCF_000005845.2,b0694,kdpE,GCF_002900365.1,one_to_one,1,1,OG0000923,C1192_RS09270,kdpE,False
GCF_000005845.2,b0695,kdpD,GCF_002900365.1,one_to_one,1,1,OG0000924,C1192_RS09265,kdpD,False
GCF_000005845.2,b0696,kdpC,GCF_002900365.1,one_to_one,1,1,OG0000925,C1192_RS09260,kdpC,False
GCF_000005845.2,b0697,kdpB,GCF_002900365.1,one_to_one,1,1,OG0000926,C1192_RS09255,kdpB,False
GCF_000005845.2,b0698,kdpA,GCF_002900365.1,one_to_one,1,1,OG0000927,C1192_RS09250,kdpA,False
GCF_000005845.2,b4513,kdpF,GCF_002900365.1,one_to_one,1,1,OG0003082,C1192_RS09245,kdpF,False
GCF_000005845.2,b0699,ybfA,GCF_002900365.1,one_to_one,1,1,OG0000928,C1192_RS09240,C1192_RS09240,True
GCF_000005845.2,b0700,rhsC,GCF_002900365.1,many_to_many,4,3,OG0000014,C1192_RS21555;C1192_RS21560;C1192_RS25955,C1192_RS21555;C1192_RS21560;C1192_RS25955,False
GCF_000005845.2,b0702,ybfB,GCF_002900365.1,no_ortholog,1,0,OG0004398,,,False
GCF_000005845.2,b0703,ybfO,GCF_002900365.1,no_protein,1,0,,,,False
GCF_000005845.2,b0704,ybfC,GCF_002900365.1,no_ortholog,1,0,OG0005871,,,False
GCF_000005845.2,b4514,ybfQ,GCF_002900365.1,no_ortholog,1,0,OG0000035,,,False
GCF_000005845.2,b0705,ybfL,GCF_002900365.1,no_protein,1,0,,,,False
GCF_000005845.2,b0706,ybfD,GCF_002900365.1,no_ortholog,1,0,OG0000035,,,False
GCF_000005845.2,b0707,ybgA,GCF_002900365.1,one_to_one,1,1,OG0000929,C1192_RS09170,C1192_RS09170,True
GCF_000005845.2,b0708,phr,GCF_002900365.1,one_to_one,1,1,OG0000930,C1192_RS09165,phrB,True
